Car,Datetime,Id,Capacity,Street,Number,City,Country
SB-45-SOM,2024-10-15T04:29:47.000Z,MQP7,120L,Strada Andrei Șaguna,7,Sibiu,Romania
SB-45-SOM,2024-10-15T04:30:43.000Z,OLSL,120L,Strada Andrei Șaguna,9 A,Sibiu,Romania
SB-45-SOM,2024-10-15T04:30:47.000Z,TNGM,120L,Strada Andrei Șaguna,9,Sibiu,Romania
SB-45-SOM,2024-10-15T04:31:05.000Z,XG6O,120L,Strada Andrei Șaguna,8,Sibiu,Romania
SB-45-SOM,2024-10-15T04:31:11.000Z,JSTL,240L,,(),Sibiu,Romania
SB-45-SOM,2024-10-15T04:32:20.000Z,ZKJCGY,120L,Strada Andrei Șaguna,17,Sibiu,Romania
SB-45-SOM,2024-10-15T04:33:27.000Z,ZC27JX,240L,Strada Andrei Șaguna,21,Sibiu,Romania
SB-45-SOM,2024-10-15T04:34:59.000Z,U656,120L,Strada Andrei Șaguna,23,Sibiu,Romania
SB-45-SOM,2024-10-15T04:49:26.000Z,E65XU2,240L,Strada Pacii,12,Sibiu,Romania
SB-45-SOM,2024-10-15T04:49:58.000Z,3H45,240L,,(),Sibiu,Romania
SB-45-SOM,2024-10-15T04:51:23.000Z,MCUN5O,120L,Strada Vasile Aaron,33,Sibiu,Romania
SB-45-SOM,2024-10-15T04:52:12.000Z,NKXK3O,1.100L,Strada Iezer,14,Sibiu,Romania
SB-45-SOM,2024-10-15T04:52:32.000Z,DSGBQY,120L,Strada Vasile Aaron,29,Sibiu,Romania
SB-45-SOM,2024-10-15T04:54:24.000Z,EABB,120L,N/A,(),Sibiu,Romania
SB-45-SOM,2024-10-15T04:54:54.000Z,LOCZQ2,240L,Strada Vasile Aaron,18,Sibiu,Romania
SB-45-SOM,2024-10-15T04:55:34.000Z,LOCZQ2,240L,Strada Vasile Aaron,18,Sibiu,Romania
SB-45-SOM,2024-10-15T04:55:42.000Z,3WEG,120L,Strada Vasile Aaron,27,Sibiu,Romania
SB-45-SOM,2024-10-15T04:56:20.000Z,CZJJ,120L,N/A,(),Sibiu,Romania
SB-45-SOM,2024-10-15T04:56:24.000Z,CZBI,120L,Strada Giuseppe Garibaldi,16,Sibiu,Romania
SB-45-SOM,2024-10-15T04:56:27.000Z,QHVF,120L,N/A,(),Sibiu,Romania
SB-45-SOM,2024-10-15T04:57:13.000Z,2JRZ,120L,Strada Vasile Aaron,26,Sibiu,Romania
SB-45-SOM,2024-10-15T04:59:34.000Z,CEAV,120L,Strada Șoimului,3,Sibiu,Romania
SB-45-SOM,2024-10-15T05:03:59.000Z,R3HR,120L,Strada Vasile Aaron,13 A,Sibiu,Romania
SB-45-SOM,2024-10-15T05:04:27.000Z,EC56ZN,120L,Strada Vasile Aaron,11,Sibiu,Romania
SB-45-SOM,2024-10-15T05:05:04.000Z,5GTH,120L,Strada Vasile Aaron,9,Sibiu,Romania
SB-45-SOM,2024-10-15T05:05:06.000Z,XQZ5,120L,Strada Vasile Aaron,9,Sibiu,Romania
SB-45-SOM,2024-10-15T05:05:47.000Z,YL4U,120L,Strada Vasile Aaron,7,Sibiu,Romania
SB-45-SOM,2024-10-15T05:06:07.000Z,QRBP,120L,Strada Vasile Aaron,6,Sibiu,Romania
SB-45-SOM,2024-10-15T05:06:43.000Z,SQT33G,120L,Strada Vasile Aaron,5,Sibiu,Romania
SB-45-SOM,2024-10-15T05:06:46.000Z,RPN47O,240L,Strada Vasile Aaron,5,Sibiu,Romania
SB-45-SOM,2024-10-15T05:07:33.000Z,ZKSMUP,120L,Strada Vasile Aaron,2,Sibiu,Romania
SB-45-SOM,2024-10-15T05:07:36.000Z,P7IQ,120L,Strada Vasile Aaron,4,Sibiu,Romania
SB-45-SOM,2024-10-15T05:08:16.000Z,XDM2,120L,Strada Ștefan cel Mare,192,Sibiu,Romania
SB-45-SOM,2024-10-15T05:08:26.000Z,TPCE6T,120L,Strada Vasile Aaron,1,Sibiu,Romania
SB-45-SOM,2024-10-15T05:08:29.000Z,Q7U2GS,120L,Bulevardul G-ral Vasile Milea,35,Sibiu,Romania
SB-45-SOM,2024-10-15T05:18:42.000Z,XYLCCQ,1.100L,Strada Fabricii,8,Sibiu,Romania
SB-45-SOM,2024-10-15T05:19:24.000Z,RVTUKK,1.100L,Strada Fabricii,8,Sibiu,Romania
SB-45-SOM,2024-10-15T05:19:54.000Z,C6ZHR2,1.100L,Strada Fabricii,8,Sibiu,Romania
SB-45-SOM,2024-10-15T05:22:43.000Z,NCOS,1.100L,Strada Serbota,23,Sibiu,Romania
SB-45-SOM,2024-10-15T05:27:47.000Z,E6PUYX,1.100L,Piața 1 Decembrie 1918,1,Sibiu,Romania
SB-45-SOM,2024-10-15T05:30:31.000Z,WOQ7CW,1.100L,Strada Uzinei,3,Sibiu,Romania
SB-45-SOM,2024-10-15T05:30:34.000Z,WOQ7CW,1.100L,Strada Uzinei,3,Sibiu,Romania
SB-45-SOM,2024-10-15T05:32:15.000Z,OVU6LL,1.100L,Strada Uzinei,9,Sibiu,Romania
SB-45-SOM,2024-10-15T05:34:35.000Z,SWDYEZ,1.100L,Strada Uzinei,,Sibiu,Romania
SB-45-SOM,2024-10-15T05:34:38.000Z,SWDYEZ,1.100L,Strada Uzinei,,Sibiu,Romania
SB-45-SOM,2024-10-15T05:40:05.000Z,VXYVDM,1.100L,Strada Uzinei,,Sibiu,Romania
SB-45-SOM,2024-10-15T05:44:35.000Z,KXCA,120L,Strada G-ral Gheorghe Magheru,55,Sibiu,Romania
SB-45-SOM,2024-10-15T05:47:55.000Z,NS6CBI,1.100L,Strada Constituției,BLOCURI 9 MAI,Sibiu,Romania
SB-45-SOM,2024-10-15T05:51:11.000Z,JVLS,1.100L,Strada Autogarii,5,Sibiu,Romania
SB-45-SOM,2024-10-15T05:52:52.000Z,5OAGB7,1.100L,Strada Regele Ferdinand,6,Sibiu,Romania
SB-45-SOM,2024-10-15T05:53:16.000Z,MKURSO,1.100L,Strada Regele Ferdinand,6,Sibiu,Romania
SB-45-SOM,2024-10-15T05:56:19.000Z,XOXCRA,1.100L,Strada Abatorului,2,Sibiu,Romania
SB-45-SOM,2024-10-15T05:57:43.000Z,2SSUON,1.100L,Strada Abatorului,4,Sibiu,Romania
SB-45-SOM,2024-10-15T05:58:02.000Z,WDMXDG,1.100L,Strada Abatorului,4,Sibiu,Romania
