Car,Datetime,Id,Capacity,Street,Number,City,Country
SB-30-SOM,2024-10-15T06:39:11.000Z,AKGA,120L,Strada Caprelor,2,Sibiu,Romania
SB-30-SOM,2024-10-15T06:41:34.000Z,EA3A,120L,Strada Ștefan cel Mare,147,Sibiu,Romania
SB-30-SOM,2024-10-15T06:50:39.000Z,ZBQW67,120L,Strada Ștefan cel Mare,147,Sibiu,Romania
SB-30-SOM,2024-10-15T06:54:16.000Z,XKR4,120L,Strada Ștefan cel Mare,137 B,Sibiu,Romania
SB-30-SOM,2024-10-15T06:56:06.000Z,IIJR,120L,Strada Ștefan cel Mare,137 B,Sibiu,Romania
SB-30-SOM,2024-10-15T07:06:51.000Z,TSFP,120L,Strada Ștefan cel Mare,127,Sibiu,Romania
SB-30-SOM,2024-10-15T07:07:01.000Z,TXASO3,120L,Strada Ștefan cel Mare,125,Sibiu,Romania
SB-30-SOM,2024-10-15T07:07:10.000Z,,,,,Sibiu,Romania
SB-30-SOM,2024-10-15T07:08:36.000Z,X2NJ,120L,Strada Ștefan cel Mare,128,Sibiu,Romania
SB-30-SOM,2024-10-15T07:08:53.000Z,YHSC,120L,Strada Ștefan cel Mare,135,Sibiu,Romania
SB-30-SOM,2024-10-15T07:09:12.000Z,F7J4,120L,Strada Ștefan cel Mare,126 A,Sibiu,Romania
SB-30-SOM,2024-10-15T07:10:45.000Z,LD6EBW,120L,Strada Pacii,2,Sibiu,Romania
SB-30-SOM,2024-10-15T07:10:47.000Z,FU5H,120L,Strada Pacii,4,Sibiu,Romania
SB-30-SOM,2024-10-15T07:11:20.000Z,GODE,120L,Strada Pacii,4,Sibiu,Romania
SB-30-SOM,2024-10-15T07:12:03.000Z,F64N,120L,Strada Ștefan cel Mare,137,Sibiu,Romania
SB-30-SOM,2024-10-15T07:13:20.000Z,RRX4RQ,120L,Strada Rampa Ștefan cel Mare,1,Sibiu,Romania
SB-30-SOM,2024-10-15T07:13:54.000Z,54YS,120L,Strada Ștefan cel Mare,1,Sibiu,Romania
SB-30-SOM,2024-10-15T07:14:32.000Z,227VKI,120L,Strada Rampa Ștefan cel Mare,5,Sibiu,Romania
SB-30-SOM,2024-10-15T07:15:08.000Z,F376,120L,Strada Rampa Ștefan cel Mare,8,Sibiu,Romania
SB-30-SOM,2024-10-15T07:15:24.000Z,3X5QFQ,120L,Strada Rampa Ștefan cel Mare,8,Sibiu,Romania
SB-30-SOM,2024-10-15T07:15:26.000Z,3SWQ2K,120L,Strada Semaforului,2,Sibiu,Romania
SB-30-SOM,2024-10-15T07:16:32.000Z,EXYR,120L,Strada Rampa Ștefan cel Mare,10,Sibiu,Romania
SB-30-SOM,2024-10-15T07:18:26.000Z,JGB3U2,1.100L,Strada Rampa Ștefan cel Mare,FN,Sibiu,Romania
SB-30-SOM,2024-10-15T07:23:39.000Z,RDTCUP,120L,Strada Rampa Ștefan cel Mare,,Sibiu,Romania
SB-30-SOM,2024-10-15T07:23:42.000Z,ECGQHK,240L,Strada Ștefan cel Mare,74,Sibiu,Romania
SB-30-SOM,2024-10-15T07:32:42.000Z,57CM,120L,Strada Ștefan cel Mare,119 A,Sibiu,Romania
SB-30-SOM,2024-10-15T07:33:42.000Z,DKB6,120L,Strada Ștefan cel Mare,111,Sibiu,Romania
SB-30-SOM,2024-10-15T07:34:31.000Z,HDSW,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T07:35:05.000Z,GQCD,120L,Strada Ștefan cel Mare,99,Sibiu,Romania
SB-30-SOM,2024-10-15T07:35:06.000Z,BWSI,120L,Strada Ștefan cel Mare,99,Sibiu,Romania
SB-30-SOM,2024-10-15T07:35:51.000Z,IEIH,120L,Strada Ștefan cel Mare,93,Sibiu,Romania
SB-30-SOM,2024-10-15T07:35:55.000Z,RZ3L,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T07:38:22.000Z,VHIH,120L,Strada Ștefan cel Mare,77,Sibiu,Romania
SB-30-SOM,2024-10-15T07:38:57.000Z,EMLY,120L,Strada Ștefan cel Mare,75,Sibiu,Romania
SB-30-SOM,2024-10-15T07:39:01.000Z,EP3I,120L,Strada Ștefan cel Mare,75 B,Sibiu,Romania
SB-30-SOM,2024-10-15T07:39:49.000Z,CODXPK,120L,Strada Ștefan cel Mare,73,Sibiu,Romania
SB-30-SOM,2024-10-15T07:41:45.000Z,AUAARV,240L,Strada Ștefan cel Mare,57 A,Sibiu,Romania
SB-30-SOM,2024-10-15T07:41:46.000Z,5NWM,120L,Strada Ștefan cel Mare,59,Sibiu,Romania
SB-30-SOM,2024-10-15T07:42:24.000Z,H43MHV,120L,Strada Ștefan cel Mare,55,Sibiu,Romania
SB-30-SOM,2024-10-15T07:44:30.000Z,62BG,120L,Strada Balea,37,Sibiu,Romania
SB-30-SOM,2024-10-15T07:44:52.000Z,7PMF,120L,Strada Diaconul Coresi,2,Sibiu,Romania
SB-30-SOM,2024-10-15T07:45:21.000Z,4PS6,120L,Strada Diaconul Coresi,2 C,Sibiu,Romania
SB-30-SOM,2024-10-15T07:45:28.000Z,K6XJ,120L,Strada Diaconul Coresi,3,Sibiu,Romania
SB-30-SOM,2024-10-15T07:45:56.000Z,N2M7,120L,Strada Diaconul Coresi,4,Sibiu,Romania
SB-30-SOM,2024-10-15T07:46:33.000Z,EFTB,120L,Strada Axente Sever,37,Sibiu,Romania
SB-30-SOM,2024-10-15T07:50:38.000Z,CF3L,120L,Strada Balea,35,Sibiu,Romania
SB-30-SOM,2024-10-15T07:51:02.000Z,QJNV,120L,Strada Balea,33,Sibiu,Romania
SB-30-SOM,2024-10-15T07:52:39.000Z,5XXV2R,120L,Strada Balea,25,Sibiu,Romania
SB-30-SOM,2024-10-15T07:54:05.000Z,UQOC,120L,Strada Balea,19,Sibiu,Romania
SB-30-SOM,2024-10-15T07:56:40.000Z,XI3J,120L,Strada Balea,11,Sibiu,Romania
SB-30-SOM,2024-10-15T07:57:21.000Z,BPKS,120L,Strada Balea,7,Sibiu,Romania
SB-30-SOM,2024-10-15T07:58:02.000Z,ZJBL,120L,Strada Balea,7,Sibiu,Romania
SB-30-SOM,2024-10-15T07:58:37.000Z,PZWGRR,120L,Strada Balea,3,Sibiu,Romania
SB-30-SOM,2024-10-15T08:02:40.000Z,BVG5KV,1.100L,Strada Bâlea,8,Sibiu,Romania
SB-30-SOM,2024-10-15T08:04:28.000Z,EEB7,120L,Strada Balea,12,Sibiu,Romania
SB-30-SOM,2024-10-15T08:05:36.000Z,5KKL,120L,Strada Spartacus,13,Sibiu,Romania
SB-30-SOM,2024-10-15T08:06:04.000Z,AQRN,120L,Strada Spartacus,13 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:06:43.000Z,6NINN2,120L,Strada Spartacus,15,Sibiu,Romania
SB-30-SOM,2024-10-15T08:09:43.000Z,4GKMDN,120L,Strada Balea,2,Sibiu,Romania
SB-30-SOM,2024-10-15T08:10:28.000Z,GKP3,120L,Strada Constantin Noica,2,Sibiu,Romania
SB-30-SOM,2024-10-15T08:10:30.000Z,QGSO,120L,Strada Constantin Noica,2,Sibiu,Romania
SB-30-SOM,2024-10-15T08:11:08.000Z,UTY5,120L,Strada Constantin Noica,3,Sibiu,Romania
SB-30-SOM,2024-10-15T08:12:24.000Z,4IPOVU,120L,Strada Constantin Noica,8,Sibiu,Romania
SB-30-SOM,2024-10-15T08:13:01.000Z,VVM3,120L,Strada Constantin Noica,10,Sibiu,Romania
SB-30-SOM,2024-10-15T08:14:05.000Z,JLEN,120L,Strada Constantin Noica,11,Sibiu,Romania
SB-30-SOM,2024-10-15T08:15:15.000Z,DX5X,120L,Strada Vartopu,6,Sibiu,Romania
SB-30-SOM,2024-10-15T08:15:25.000Z,DXZE,120L,Strada Vartopu,1,Sibiu,Romania
SB-30-SOM,2024-10-15T08:16:24.000Z,PHLC,120L,Strada Constantin Noica,12,Sibiu,Romania
SB-30-SOM,2024-10-15T08:18:22.000Z,QMRW,240L,Strada Constantin Noica,20 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:19:17.000Z,FU57,120L,Strada Constantin Noica,23,Sibiu,Romania
SB-30-SOM,2024-10-15T08:19:33.000Z,7VIZ,120L,Strada Constantin Noica,18,Sibiu,Romania
SB-30-SOM,2024-10-15T08:19:58.000Z,D7IW,120L,Strada Constantin Noica,16,Sibiu,Romania
SB-30-SOM,2024-10-15T08:20:02.000Z,HV4N,120L,Strada Constantin Noica,16,Sibiu,Romania
SB-30-SOM,2024-10-15T08:21:39.000Z,EELK,240L,Strada Constantin Noica,20,Sibiu,Romania
SB-30-SOM,2024-10-15T08:22:17.000Z,X6RI,240L,Strada Constantin Noica,20,Sibiu,Romania
SB-30-SOM,2024-10-15T08:23:15.000Z,VQ2Y,240L,Strada Constantin Noica,20,Sibiu,Romania
SB-30-SOM,2024-10-15T08:23:44.000Z,Q3R2,120L,Strada Constantin Noica,25,Sibiu,Romania
SB-30-SOM,2024-10-15T08:23:49.000Z,GLL3,120L,Strada Constantin Noica,25,Sibiu,Romania
SB-30-SOM,2024-10-15T08:25:06.000Z,DQ7X,120L,Strada Constantin Noica,22 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:25:27.000Z,KZ5DQA,120L,Strada Constantin Noica,25 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:25:30.000Z,E5JX,120L,Strada Constantin Noica,29,Sibiu,Romania
SB-30-SOM,2024-10-15T08:26:35.000Z,FZFR2E,120L,Strada Constantin Noica,26,Sibiu,Romania
SB-30-SOM,2024-10-15T08:26:38.000Z,PFVZ,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:27:27.000Z,DFFQ,120L,Strada Constantin Noica,33 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:27:53.000Z,XSDX,120L,Strada Constantin Noica,33,Sibiu,Romania
SB-30-SOM,2024-10-15T08:28:03.000Z,DDMJ,120L,Strada Constantin Noica,33 C,Sibiu,Romania
SB-30-SOM,2024-10-15T08:29:00.000Z,,,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:29:51.000Z,KOT4,120L,Strada Constantin Noica,33 C,Sibiu,Romania
SB-30-SOM,2024-10-15T08:29:54.000Z,MG73,120L,Strada Constantin Noica,37,Sibiu,Romania
SB-30-SOM,2024-10-15T08:30:25.000Z,GCGR,120L,Strada Constantin Noica,39,Sibiu,Romania
SB-30-SOM,2024-10-15T08:31:14.000Z,D4FX,120L,Strada Constantin Noica,43,Sibiu,Romania
SB-30-SOM,2024-10-15T08:31:46.000Z,V7GD,120L,Strada Constantin Noica,36,Sibiu,Romania
SB-30-SOM,2024-10-15T08:32:22.000Z,LTYP,120L,Strada Constantin Noica,43 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:32:24.000Z,EJU3,120L,Strada Constantin Noica,45,Sibiu,Romania
SB-30-SOM,2024-10-15T08:33:09.000Z,VT3W,120L,Strada Constantin Noica,47,Sibiu,Romania
SB-30-SOM,2024-10-15T08:33:24.000Z,T7XK,120L,Strada Constantin Noica,42,Sibiu,Romania
SB-30-SOM,2024-10-15T08:34:12.000Z,NAV7,120L,Strada Constantin Noica,44 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:34:14.000Z,LSZK,120L,Strada Constantin Noica,44,Sibiu,Romania
SB-30-SOM,2024-10-15T08:34:37.000Z,ZCAOHD,120L,Strada Revoluției,1,Sibiu,Romania
SB-30-SOM,2024-10-15T08:35:26.000Z,,,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:35:50.000Z,,,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:35:54.000Z,3ROR,120L,Strada Constantin Noica,53,Sibiu,Romania
SB-30-SOM,2024-10-15T08:36:36.000Z,GGJR,120L,Strada Constantin Noica,48,Sibiu,Romania
SB-30-SOM,2024-10-15T08:37:23.000Z,7URI,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:37:24.000Z,DHVY,120L,Strada Berăriei,13,Sibiu,Romania
SB-30-SOM,2024-10-15T08:38:16.000Z,Z3Q6ZS,120L,Strada Dobrun,10,Sibiu,Romania
SB-30-SOM,2024-10-15T08:38:47.000Z,L7HU,120L,Strada Revoluției,5,Sibiu,Romania
SB-30-SOM,2024-10-15T08:39:50.000Z,I5QG,120L,Strada Dobrun,8 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:40:22.000Z,FUQBCW,120L,Strada Dobrun,4,Sibiu,Romania
SB-30-SOM,2024-10-15T08:41:01.000Z,D3OBAA,240L,Strada Constantin Noica,60,Sibiu,Romania
SB-30-SOM,2024-10-15T08:43:54.000Z,GPBCWR,120L,Strada Piața Unirii,4,Sibiu,Romania
SB-30-SOM,2024-10-15T08:44:04.000Z,3V624D,120L,Strada Piața Unirii,4,Sibiu,Romania
SB-30-SOM,2024-10-15T08:44:50.000Z,34RL,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T08:52:10.000Z,UYY7,120L,Strada Constantin Noica,54,Sibiu,Romania
SB-30-SOM,2024-10-15T08:52:15.000Z,XSW3,120L,Strada Constantin Noica,54,Sibiu,Romania
SB-30-SOM,2024-10-15T08:52:27.000Z,KPWA,120L,Strada Constantin Noica,54,Sibiu,Romania
SB-30-SOM,2024-10-15T08:52:32.000Z,FA6J,120L,Strada Constantin Noica,54,Sibiu,Romania
SB-30-SOM,2024-10-15T08:53:13.000Z,GLGN,120L,Strada Constantin Noica,48,Sibiu,Romania
SB-30-SOM,2024-10-15T08:54:40.000Z,QQAP,120L,Strada Ștefan cel Mare,3,Sibiu,Romania
SB-30-SOM,2024-10-15T08:54:47.000Z,G7FJ,120L,Strada Ștefan cel Mare,3 B,Sibiu,Romania
SB-30-SOM,2024-10-15T08:55:31.000Z,N67S,120L,Strada Ștefan cel Mare,7,Sibiu,Romania
SB-30-SOM,2024-10-15T08:55:32.000Z,G5QV,120L,Strada Ștefan cel Mare,7 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:55:49.000Z,G3LE,120L,Strada Ștefan cel Mare,7 C,Sibiu,Romania
SB-30-SOM,2024-10-15T08:55:54.000Z,G2YI,120L,Strada Ștefan cel Mare,7 D,Sibiu,Romania
SB-30-SOM,2024-10-15T08:56:09.000Z,G2MC,120L,Strada Ștefan cel Mare,7 E,Sibiu,Romania
SB-30-SOM,2024-10-15T08:56:51.000Z,6W7P,120L,Strada Ștefan cel Mare,11,Sibiu,Romania
SB-30-SOM,2024-10-15T08:57:30.000Z,FYQD,120L,Strada Ștefan cel Mare,13 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:57:32.000Z,5X5M,120L,Strada Ștefan cel Mare,15,Sibiu,Romania
SB-30-SOM,2024-10-15T08:57:46.000Z,65WS,120L,Strada Ștefan cel Mare,15,Sibiu,Romania
SB-30-SOM,2024-10-15T08:58:17.000Z,5ZYU,120L,Strada Ștefan cel Mare,15,Sibiu,Romania
SB-30-SOM,2024-10-15T08:58:30.000Z,FXZW,120L,Strada Ștefan cel Mare,17 A,Sibiu,Romania
SB-30-SOM,2024-10-15T08:58:58.000Z,FWEG,120L,Strada Ștefan cel Mare,17 C,Sibiu,Romania
SB-30-SOM,2024-10-15T08:58:59.000Z,FYNH,120L,Strada Ștefan cel Mare,17 B,Sibiu,Romania
SB-30-SOM,2024-10-15T09:00:23.000Z,CCPU,120L,Strada Ștefan cel Mare,21,Sibiu,Romania
SB-30-SOM,2024-10-15T09:00:52.000Z,FRNB,120L,Strada Ștefan cel Mare,25 B,Sibiu,Romania
SB-30-SOM,2024-10-15T09:00:56.000Z,FT7Y,120L,Strada Ștefan cel Mare,25 A,Sibiu,Romania
SB-30-SOM,2024-10-15T09:01:31.000Z,AW4G,120L,Strada Ștefan cel Mare,23,Sibiu,Romania
SB-30-SOM,2024-10-15T09:01:34.000Z,NZQI,120L,Strada Ștefan cel Mare,25,Sibiu,Romania
SB-30-SOM,2024-10-15T09:02:31.000Z,CKFH5G,120L,Strada Ștefan cel Mare,25,Sibiu,Romania
SB-30-SOM,2024-10-15T09:02:33.000Z,TEIH26,120L,Strada Ștefan cel Mare,25,Sibiu,Romania
SB-30-SOM,2024-10-15T09:03:00.000Z,FPAB,120L,Strada Ștefan cel Mare,27 A,Sibiu,Romania
SB-30-SOM,2024-10-15T09:03:29.000Z,AFPX,120L,Strada Ștefan cel Mare,4,Sibiu,Romania
SB-30-SOM,2024-10-15T09:03:31.000Z,FOII,120L,Strada Ștefan cel Mare,4 A,Sibiu,Romania
SB-30-SOM,2024-10-15T09:59:19.000Z,35GWZ3,120L,Strada Ștefan cel Mare,FN,Sibiu,Romania
SB-30-SOM,2024-10-15T10:02:35.000Z,3JPC,120L,Strada Ștefan cel Mare,166,Sibiu,Romania
SB-30-SOM,2024-10-15T10:02:38.000Z,JMFE,120L,Strada Ștefan cel Mare,166,Sibiu,Romania
SB-30-SOM,2024-10-15T10:03:13.000Z,INLF2G,240L,Strada Ștefan cel Mare,166,Sibiu,Romania
SB-30-SOM,2024-10-15T10:04:04.000Z,H2TG,120L,Strada Ștefan cel Mare,166,Sibiu,Romania
SB-30-SOM,2024-10-15T10:04:31.000Z,6ZAW,120L,Strada Ștefan cel Mare,166,Sibiu,Romania
SB-30-SOM,2024-10-15T10:14:10.000Z,BTR6,120L,intersnak,,Sibiu,Romania
SB-30-SOM,2024-10-15T10:15:02.000Z,4QKUNQ,240L,Strada Ștefan cel Mare,197,Sibiu,Romania
SB-30-SOM,2024-10-15T10:18:18.000Z,EKDT,120L,Strada Ștefan cel Mare,FARA NR,Sibiu,Romania
SB-30-SOM,2024-10-15T10:18:22.000Z,BFNN,120L,sameday,,Sibiu,Romania
SB-30-SOM,2024-10-15T10:27:13.000Z,IAUD,120L,Strada Ștefan cel Mare,197 A,Sibiu,Romania
SB-30-SOM,2024-10-15T10:43:55.000Z,R4WTEU,120L,Strada Ștefan cel Mare,152,Sibiu,Romania
SB-30-SOM,2024-10-15T10:44:36.000Z,BKC2,120L,verdon,,Sibiu,Romania
SB-30-SOM,2024-10-15T10:53:12.000Z,BG7F,120L,autonet,,Sibiu,Romania
SB-30-SOM,2024-10-15T10:54:12.000Z,NMLTD3,120L,Strada Ștefan cel Mare,30,Sibiu,Romania
SB-30-SOM,2024-10-15T11:03:54.000Z,G5FQOZ,120L,Strada Ștefan cel Mare,154,Sibiu,Romania
SB-30-SOM,2024-10-15T11:06:28.000Z,BI6O,120L,euroinstal,,Sibiu,Romania
SB-30-SOM,2024-10-15T11:06:35.000Z,BJL5,120L,euroinstal,,Sibiu,Romania
SB-30-SOM,2024-10-15T11:07:51.000Z,5WP3P7,120L,Strada Ștefan cel Mare,154,Sibiu,Romania
SB-30-SOM,2024-10-15T11:09:33.000Z,TSPC,120L,Strada Ștefan cel Mare,154,Sibiu,Romania
SB-30-SOM,2024-10-15T11:14:18.000Z,7KPVEF,1.100L,Strada Ștefan cel Mare,156 A,Sibiu,Romania
SB-30-SOM,2024-10-15T11:15:30.000Z,2XBH6X,1.100L,Strada Ștefan cel Mare,156 A,Sibiu,Romania
SB-30-SOM,2024-10-15T11:16:21.000Z,KAN4FM,1.100L,Strada Ștefan cel Mare,156 A,Sibiu,Romania
SB-30-SOM,2024-10-15T11:17:48.000Z,SUQIZF,1.100L,Strada Ștefan cel Mare,156 A,Sibiu,Romania
SB-30-SOM,2024-10-15T11:35:09.000Z,OTBUCR,1.100L,Strada Ștefan cel Mare,156,Sibiu,Romania
SB-30-SOM,2024-10-15T11:35:44.000Z,J5ZR2S,1.100L,Strada Ștefan cel Mare,156,Sibiu,Romania
SB-30-SOM,2024-10-15T11:36:48.000Z,E7LF5S,1.100L,Strada Ștefan cel Mare,156,Sibiu,Romania
SB-30-SOM,2024-10-15T11:47:44.000Z,HZIOKD,120L,Strada Semaforului,BL 15,Sibiu,Romania
SB-30-SOM,2024-10-15T11:49:55.000Z,R2STNH,120L,Strada Oncesti,10,Sibiu,Romania
SB-30-SOM,2024-10-15T11:50:44.000Z,ZOTG,120L,Strada Oncesti,5,Sibiu,Romania
SB-30-SOM,2024-10-15T11:51:05.000Z,6OLS,120L,Strada Oncesti,3,Sibiu,Romania
SB-30-SOM,2024-10-15T11:51:47.000Z,RYBY,120L,Strada Oncesti,1,Sibiu,Romania
SB-30-SOM,2024-10-15T11:53:24.000Z,QUMGAG,1.100L,Strada Semaforului,2,Sibiu,Romania
SB-30-SOM,2024-10-15T11:54:54.000Z,LGKG,120L,Strada Semaforului,4,Sibiu,Romania
SB-30-SOM,2024-10-15T11:57:30.000Z,PINFYG,120L,Strada Semaforului,7,Sibiu,Romania
SB-30-SOM,2024-10-15T12:04:08.000Z,LSTN,120L,,,Sibiu,Romania
SB-30-SOM,2024-10-15T12:04:14.000Z,ECER,120L,,,Sibiu,Romania
