Car,Datetime,Id,Capacity,City,Country,Address,route_id,latitudine,longitudine
SB-25-SOM,2024-10-15 07:21:32+00:00,5KON,120L,Sibiu,Romania,Strada Crizantemelor 19,1,45.8096089,24.142092
SB-25-SOM,2024-10-15 07:21:47+00:00,L7GY,120L,Sibiu,Romania,Strada Crizantemelor 21,1,45.8096089,24.142092
SB-25-SOM,2024-10-15 07:22:17+00:00,A4FK,120L,Sibiu,Romania,Strada Lăcrămioarelor 8,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:22:26+00:00,AJ2FQV,120L,Sibiu,Romania,Strada Lăcrămioarelor 10,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:22:56+00:00,YJTH,120L,Sibiu,Romania,Strada Lăcrămioarelor 14,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:23:19+00:00,A4NQ,120L,Sibiu,Romania,Strada Lăcrămioarelor 16,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:23:36+00:00,A4NQ,120L,Sibiu,Romania,Strada Lăcrămioarelor 16,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:23:50+00:00,AC4W,120L,Sibiu,Romania,Strada Lăcrămioarelor 1,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:25:05+00:00,PCNHOZ,120L,Sibiu,Romania,Strada Lăcrămioarelor 6,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:25:33+00:00,A2DB,120L,Sibiu,Romania,Strada Lăcrămioarelor 4,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:25:49+00:00,7YUI,120L,Sibiu,Romania,Strada Lăcrămioarelor 2,1,45.810028,24.1430966
SB-25-SOM,2024-10-15 07:27:02+00:00,PNDB,120L,Sibiu,Romania,Strada Pandurilor 14,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:27:03+00:00,O6TE,120L,Sibiu,Romania,Strada Pandurilor 13,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:27:32+00:00,RQJH,120L,Sibiu,Romania,Strada Pandurilor 12,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:27:52+00:00,BUAP,120L,Sibiu,Romania,Strada Pandurilor 7,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:27:54+00:00,IRWG,120L,Sibiu,Romania,Strada Pandurilor 10,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:29:04+00:00,AD3R,120L,Sibiu,Romania,Strada Pandurilor 1,1,45.8091053,24.1426427
SB-25-SOM,2024-10-15 07:30:52+00:00,BQ6Y,120L,Sibiu,Romania,Strada Țiglarilor 34,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:31:59+00:00,MNUD,120L,Sibiu,Romania,Strada Țiglarilor 45,1,45.8084611,24.1418251
SB-25-SOM,2024-10-15 07:32:00+00:00,VWTU,240L,Sibiu,Romania,Strada Țiglarilor 40,1,45.8086562,24.1422639
SB-25-SOM,2024-10-15 07:33:02+00:00,YVXSD6,120L,Sibiu,Romania,Strada Țiglarilor 51,1,45.8086207,24.141504
SB-25-SOM,2024-10-15 07:33:49+00:00,WFCE,120L,Sibiu,Romania,Strada Țiglarilor 44,1,45.8090102,24.1417502
SB-25-SOM,2024-10-15 07:34:13+00:00,GZKP,120L,Sibiu,Romania,Strada Crizantemelor 2,1,45.8336069,24.0478157
SB-25-SOM,2024-10-15 07:35:09+00:00,DUYR,120L,Sibiu,Romania,Strada Țiglarilor 60,1,45.8071688,24.1438824
SB-25-SOM,2024-10-15 07:35:47+00:00,CAHMA5,120L,Sibiu,Romania,Strada Țiglarilor 64,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:36:33+00:00,CXDWRY,120L,Sibiu,Romania,Strada Țiglarilor 66,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:36:36+00:00,4BX3,120L,Sibiu,Romania,Strada Țiglarilor 66,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:37:09+00:00,D5Y7,120L,Sibiu,Romania,Strada Țiglarilor 75,1,45.8101675,24.1391104
SB-25-SOM,2024-10-15 07:37:11+00:00,B3ZB,120L,Sibiu,Romania,Strada Țiglarilor 70,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:37:56+00:00,PVRAIY,120L,Sibiu,Romania,Strada Țiglarilor 70,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:37:58+00:00,PVRAIY,120L,Sibiu,Romania,Strada Țiglarilor 70,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:38:34+00:00,SGIW,120L,Sibiu,Romania,Strada Țiglarilor 79,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:38:39+00:00,2L6I,120L,Sibiu,Romania,Strada Țiglarilor 77,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:39:32+00:00,VIUB,120L,Sibiu,Romania,Strada Țiglarilor 76,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:39:50+00:00,LIEV,120L,Sibiu,Romania,Strada Țiglarilor 81 A,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:39:54+00:00,7KUU,120L,Sibiu,Romania,Strada Țiglarilor 76 A,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:40:18+00:00,YUUH,120L,Sibiu,Romania,Strada Țiglarilor 83,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:40:20+00:00,MX3D,120L,Sibiu,Romania,Strada Țiglarilor 78,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:41:07+00:00,TQZ2,120L,Sibiu,Romania,Strada Țiglarilor 83,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:42:00+00:00,4OBW,120L,Sibiu,Romania,Strada Dulgherilor 7,1,45.8101392,24.1372616
SB-25-SOM,2024-10-15 07:42:17+00:00,42E3,120L,Sibiu,Romania,Strada Dulgherilor 11,1,45.8099773,24.1370218
SB-25-SOM,2024-10-15 07:43:38+00:00,EHNR,120L,Sibiu,Romania,Strada Dulgherilor 18,1,45.8098039,24.1360985
SB-25-SOM,2024-10-15 07:46:45+00:00,6HTD,120L,Sibiu,Romania,Strada Țiglarilor 84,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:47:23+00:00,6IME,120L,Sibiu,Romania,Strada Țiglarilor 85,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:48:16+00:00,A2MK,240L,Sibiu,Romania,Strada Țiglarilor 89,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:48:40+00:00,74ZLG3,120L,Sibiu,Romania,Strada Țiglarilor 92,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:49:53+00:00,B3FI,120L,Sibiu,Romania,Strada Țiglarilor 95,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:50:50+00:00,FDSTRJ,120L,Sibiu,Romania,Strada Zidarilor 1,1,45.8105793,24.1357326
SB-25-SOM,2024-10-15 07:50:56+00:00,H7MM,120L,Sibiu,Romania,Strada Zidarilor 2,1,45.8105793,24.1357326
SB-25-SOM,2024-10-15 07:51:30+00:00,EUZU,120L,Sibiu,Romania,Strada Zidarilor 7,1,45.8105793,24.1357326
SB-25-SOM,2024-10-15 07:51:50+00:00,LQS7,120L,Sibiu,Romania,Strada Zidarilor 6,1,45.8105793,24.1357326
SB-25-SOM,2024-10-15 07:56:08+00:00,QOH2,120L,Sibiu,Romania,Strada Țiglarilor 106,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 07:58:43+00:00,7WIN,240L,Sibiu,Romania,Strada Țiglarilor 101,1,45.811786,24.1340213
SB-25-SOM,2024-10-15 07:58:46+00:00,LUKAU6,240L,Sibiu,Romania,Strada Țiglarilor 101,1,45.811786,24.1340213
SB-25-SOM,2024-10-15 07:59:13+00:00,7VCQ,240L,Sibiu,Romania,Strada Țiglarilor 101,1,45.811786,24.1340213
SB-25-SOM,2024-10-15 08:01:02+00:00,FOY2RW,240L,Sibiu,Romania,Strada Țiglarilor 103,1,45.8125387,24.1332865
SB-25-SOM,2024-10-15 08:01:07+00:00,7T6P,120L,Sibiu,Romania,Strada Țiglarilor 103,1,45.8125387,24.1332865
SB-25-SOM,2024-10-15 08:01:28+00:00,DL7T,120L,Sibiu,Romania,Strada Țiglarilor 103,1,45.8125387,24.1332865
SB-25-SOM,2024-10-15 08:01:55+00:00,L4APOF,120L,Sibiu,Romania,Strada Țiglarilor 103,1,45.8125387,24.1332865
SB-25-SOM,2024-10-15 08:04:16+00:00,7QZLCR,1.100L,Sibiu,Romania,Strada Țiglarilor 103,1,45.8125387,24.1332865
SB-25-SOM,2024-10-15 08:05:04+00:00,CUGP,120L,Sibiu,Romania,Strada Țiglarilor 108,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 08:06:12+00:00,AWBU,120L,Sibiu,Romania,Strada Țiglarilor 110,1,45.812866,24.1331458
SB-25-SOM,2024-10-15 08:06:57+00:00,LDNFET,240L,Sibiu,Romania,Strada Țiglarilor 105,1,45.8127266,24.1329041
SB-25-SOM,2024-10-15 08:07:34+00:00,5CNOGA,120L,Sibiu,Romania,Strada Țiglarilor 116,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 08:08:07+00:00,CMJT,120L,Sibiu,Romania,Strada Țiglarilor 118,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 08:08:20+00:00,VRJU,120L,Sibiu,Romania,Strada Țiglarilor 120,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 08:08:57+00:00,4YA6,120L,Sibiu,Romania,Strada Țiglarilor 122,1,45.8132114,24.1322923
SB-25-SOM,2024-10-15 08:09:32+00:00,MPB5UZ,120L,Sibiu,Romania,Strada Cuptorului 33 A,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:10:06+00:00,UJED,240L,Sibiu,Romania,Strada Țiglarilor 128 A,1,45.813346,24.1319651
SB-25-SOM,2024-10-15 08:10:38+00:00,7GNE,120L,Sibiu,Romania,Strada Țiglarilor 111,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 08:16:37+00:00,7EKJ,120L,Sibiu,Romania,Strada Deventer 7,1,45.8145043,24.1288007
SB-25-SOM,2024-10-15 08:17:38+00:00,7AS6,120L,Sibiu,Romania,Strada Deventer 15,1,45.8145043,24.1288007
SB-25-SOM,2024-10-15 08:19:41+00:00,CQS7,120L,Sibiu,Romania,Strada Cuptorului 38,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:20:25+00:00,OTAV,120L,Sibiu,Romania,Strada Cuptorului 36,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:21:09+00:00,SBEF,120L,Sibiu,Romania,Strada Cuptorului 34,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:21:25+00:00,XAI5V2,120L,Sibiu,Romania,Strada Cuptorului 31,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:21:48+00:00,F6QH,120L,Sibiu,Romania,Strada Cuptorului 30,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:22:09+00:00,IYZ6,120L,Sibiu,Romania,Strada Cuptorului 29,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:22:16+00:00,UNYVJN,120L,Sibiu,Romania,Strada Cuptorului 26,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:23:20+00:00,R6JV,120L,Sibiu,Romania,Strada Cuptorului 25,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:23:47+00:00,63NT,120L,Sibiu,Romania,Strada Cuptorului 23,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:23:51+00:00,HQHV6X,120L,Sibiu,Romania,Strada Cuptorului 20,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:24:30+00:00,73TR,120L,Sibiu,Romania,Strada Cuptorului 19,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:25:38+00:00,C2ANBH,120L,Sibiu,Romania,Strada Cuptorului 14 B,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:27:33+00:00,TDTR,120L,Sibiu,Romania,Strada Cuptorului 13,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:28:06+00:00,E5AO,120L,Sibiu,Romania,Strada Cuptorului 14,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:29:03+00:00,NL5N,120L,Sibiu,Romania,Strada Cuptorului 1,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:29:45+00:00,ZJKN,120L,Sibiu,Romania,Strada Cuptorului 3,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:30:53+00:00,X2CB,120L,Sibiu,Romania,Strada Cuptorului 12,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:30:56+00:00,JICQOG,120L,Sibiu,Romania,Strada Cuptorului 7 G,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:31:30+00:00,GPHC,120L,Sibiu,Romania,Strada Cuptorului 10,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:36:36+00:00,2CB5UZ,1.100L,Sibiu,Romania,Strada Cuptorului 12 B,1,45.8132504,24.1334732
SB-25-SOM,2024-10-15 08:40:11+00:00,SQK2,120L,Sibiu,Romania,Strada Ulmului 62,1,45.8144345,24.1376626
SB-25-SOM,2024-10-15 08:40:37+00:00,5IM6RQ,120L,Sibiu,Romania,Strada Ulmului 60,1,45.8146802,24.1378424
SB-25-SOM,2024-10-15 08:40:58+00:00,EFXC,120L,Sibiu,Romania,Strada Ulmului 56,1,45.8149118,24.1379953
SB-25-SOM,2024-10-15 08:42:44+00:00,H7KEWX,120L,Sibiu,Romania,Strada Ulmului 35 A,1,45.8130117,24.1414418
SB-25-SOM,2024-10-15 08:43:00+00:00,AP3D,120L,Sibiu,Romania,Strada Ulmului 50 A,1,45.8130117,24.1414418
SB-25-SOM,2024-10-15 08:43:50+00:00,AFE3,120L,Sibiu,Romania,Strada Ulmului 50 A,1,45.8130117,24.1414418
SB-25-SOM,2024-10-15 08:44:37+00:00,IJBU,120L,Sibiu,Romania,Strada Ulmului 46,1,46.1568593,24.3656053
SB-25-SOM,2024-10-15 08:44:39+00:00,5HUB,120L,Sibiu,Romania,Strada Ulmului 46,1,46.1568593,24.3656053
SB-25-SOM,2024-10-15 08:45:21+00:00,P7QA,120L,Sibiu,Romania,Strada Ulmului 44,1,45.8148149,24.1392061
SB-25-SOM,2024-10-15 08:46:02+00:00,G4QPXW,120L,Sibiu,Romania,Strada Ulmului 27,1,45.8144628,24.1394542
SB-25-SOM,2024-10-15 08:46:14+00:00,WZLA,120L,Sibiu,Romania,Strada Ulmului 40,1,45.8146763,24.139438
SB-25-SOM,2024-10-15 08:48:13+00:00,I6E5,120L,Sibiu,Romania,Strada Ulmului 34,1,45.8142635,24.140086
SB-25-SOM,2024-10-15 08:48:55+00:00,MCE7DG,120L,Sibiu,Romania,Strada Ulmului 32,1,45.8141836,24.1402501
SB-25-SOM,2024-10-15 08:49:40+00:00,ORMMLR,120L,Sibiu,Romania,Strada Ulmului 25,1,46.1584889,24.3649465
SB-25-SOM,2024-10-15 08:50:02+00:00,7TCM,1.100L,Sibiu,Romania,Strada Ulmului 28,1,45.8136227,24.140912
SB-25-SOM,2024-10-15 08:54:22+00:00,JBCWEX,120L,Sibiu,Romania,Strada Florilor 12 A,1,45.8101778,24.1414081
SB-25-SOM,2024-10-15 08:58:13+00:00,W6TD,120L,Sibiu,Romania,Strada Ulmului 1,1,45.8119796,24.1427514
SB-25-SOM,2024-10-15 08:58:46+00:00,QZOB,120L,Sibiu,Romania,Strada Ulmului 5,1,45.8121507,24.1425495
SB-25-SOM,2024-10-15 08:58:47+00:00,OC26,120L,Sibiu,Romania,Strada Ulmului 3,1,45.812059,24.142647
SB-25-SOM,2024-10-15 08:59:29+00:00,5SY7,120L,Sibiu,Romania,Strada Ulmului 9,1,45.8122934,24.1423685
SB-25-SOM,2024-10-15 09:00:00+00:00,H5RK,120L,Sibiu,Romania,Strada Ulmului 15,1,45.8124945,24.1420834
SB-25-SOM,2024-10-15 09:00:31+00:00,PSMN,120L,Sibiu,Romania,Strada Ulmului 14,1,45.8126944,24.1421725
SB-25-SOM,2024-10-15 09:01:07+00:00,GI3Z,120L,Sibiu,Romania,Strada Ulmului 18,1,45.8128277,24.1419993
SB-25-SOM,2024-10-15 09:01:25+00:00,UJ6YSF,120L,Sibiu,Romania,Strada Ulmului 21,1,45.8127923,24.141726
SB-25-SOM,2024-10-15 09:01:45+00:00,EGF425,120L,Sibiu,Romania,Strada Record 37,1,45.8129989,24.1412842
SB-25-SOM,2024-10-15 09:02:29+00:00,6TZH,120L,Sibiu,Romania,Strada Record 26,1,45.811888,24.1397456
SB-25-SOM,2024-10-15 09:05:12+00:00,7KJ2,120L,Sibiu,Romania,Strada Lacul lui Binder 4,1,45.8104715,24.1325745
SB-25-SOM,2024-10-15 09:05:24+00:00,KK4T,120L,Sibiu,Romania,Strada Țiglarilor 101,1,45.811786,24.1340213
SB-25-SOM,2024-10-15 09:06:40+00:00,SOROBW,120L,Sibiu,Romania,Strada Lacul lui Binder 5,1,45.8104715,24.1325745
SB-25-SOM,2024-10-15 09:07:10+00:00,LNWFHI,240L,Sibiu,Romania,Strada Lacul lui Binder FN,1,45.8104715,24.1325745
SB-25-SOM,2024-10-15 09:09:44+00:00,VNCA,120L,Sibiu,Romania,Strada Lutului 76,1,45.8076967,24.1349252
SB-25-SOM,2024-10-15 09:09:59+00:00,UJDFJW,120L,Sibiu,Romania,Strada Lutului 74,1,45.8077577,24.1350294
SB-25-SOM,2024-10-15 09:10:26+00:00,46JF75,120L,Sibiu,Romania,Strada Lutului 60,1,45.8082593,24.1357743
SB-25-SOM,2024-10-15 09:11:46+00:00,T2X2,120L,Sibiu,Romania,Strada Lutului 58,1,45.8083415,24.1358872
SB-25-SOM,2024-10-15 09:12:15+00:00,43XG,120L,Sibiu,Romania,Strada Lutului 53,1,45.8083414,24.136186
SB-25-SOM,2024-10-15 09:12:41+00:00,VYIT,120L,Sibiu,Romania,Strada Lutului 43 A,1,45.8087463,24.136816
SB-25-SOM,2024-10-15 09:12:56+00:00,PIJZ,120L,Sibiu,Romania,Strada Lutului 48,1,45.8088184,24.1366219
SB-25-SOM,2024-10-15 09:14:01+00:00,B534,120L,Sibiu,Romania,Strada Lutului 40,1,45.8090792,24.1369946
SB-25-SOM,2024-10-15 09:14:02+00:00,RVU6,120L,Sibiu,Romania,Strada Lutului 35,1,45.8089811,24.1371591
SB-25-SOM,2024-10-15 09:14:29+00:00,4VYR,120L,Sibiu,Romania,Strada Lutului 36,1,45.80918,24.137151
SB-25-SOM,2024-10-15 09:14:32+00:00,SNVZ,120L,Sibiu,Romania,Strada Lutului 31,1,45.8091133,24.1373498
SB-25-SOM,2024-10-15 09:14:42+00:00,FFFY,120L,Sibiu,Romania,Strada Lutului 34,1,45.8092173,24.1372061
SB-25-SOM,2024-10-15 09:14:54+00:00,FN4Z,120L,Sibiu,Romania,Strada Lutului 29,1,45.8091748,24.1374296
SB-25-SOM,2024-10-15 09:15:12+00:00,YABH,120L,Sibiu,Romania,Strada Lutului 32,1,45.8092677,24.1373032
SB-25-SOM,2024-10-15 09:15:32+00:00,WV3D,120L,Sibiu,Romania,Strada Ulmului 21,1,45.8127923,24.141726
SB-25-SOM,2024-10-15 09:16:13+00:00,N7YA,120L,Sibiu,Romania,Strada Lutului 22,1,45.8096028,24.137815
SB-25-SOM,2024-10-15 09:16:15+00:00,XFJB4O,120L,Sibiu,Romania,Strada Lutului 17,1,45.8095154,24.1380006
SB-25-SOM,2024-10-15 09:16:47+00:00,NDM7,120L,Sibiu,Romania,Strada Lutului 14,1,45.8098296,24.1381539
SB-25-SOM,2024-10-15 09:17:11+00:00,AVVB,120L,Sibiu,Romania,Strada Lutului 8,1,45.8100068,24.1384007
SB-25-SOM,2024-10-15 09:18:59+00:00,YANR,120L,Sibiu,Romania,Strada Sperantei 5,1,45.8082711,24.1389279
SB-25-SOM,2024-10-15 09:20:35+00:00,KIKG,120L,Sibiu,Romania,Strada Carpaților 2,1,45.8074644,24.1400997
