uid,Id,Capacity,day,simulated_fill_level
7,MO25A3,1.100L,-24,0.0
7,MO25A3,1.100L,-25,0.0
7,MO25A3,1.100L,-26,0.0
7,MO25A3,1.100L,-27,0.0
7,MO25A3,1.100L,-28,0.0
7,MO25A3,1.100L,-29,0.0
8,OVR7LU,1.100L,0,74.0
8,OVR7LU,1.100L,-1,67.33224241473017
8,OVR7LU,1.100L,-2,59.967443148642815
8,OVR7LU,1.100L,-3,55.664949995666966
8,OVR7LU,1.100L,-4,50.129831102351496
8,OVR7LU,1.100L,-5,40.988035544356066
8,OVR7LU,1.100L,-6,35.40464404423387
8,OVR7LU,1.100L,-7,26.08821089501901
8,OVR7LU,1.100L,-8,13.697300101858826
8,OVR7LU,1.100L,-9,7.583450037668866
8,OVR7LU,1.100L,-10,0.0
8,OVR7LU,1.100L,-11,0.0
8,OVR7LU,1.100L,-12,0.0
8,OVR7LU,1.100L,-13,0.0
8,OVR7LU,1.100L,-14,0.0
8,OVR7LU,1.100L,-15,0.0
8,OVR7LU,1.100L,-16,0.0
8,OVR7LU,1.100L,-17,0.0
8,OVR7LU,1.100L,-18,0.0
8,OVR7LU,1.100L,-19,0.0
8,OVR7LU,1.100L,-20,0.0
8,OVR7LU,1.100L,-21,0.0
8,OVR7LU,1.100L,-22,0.0
8,OVR7LU,1.100L,-23,0.0
8,OVR7LU,1.100L,-24,0.0
8,OVR7LU,1.100L,-25,0.0
8,OVR7LU,1.100L,-26,0.0
8,OVR7LU,1.100L,-27,0.0
8,OVR7LU,1.100L,-28,0.0
8,OVR7LU,1.100L,-29,0.0
9,M4FF,240L,0,74.0
9,M4FF,240L,-1,66.7043500157415
9,M4FF,240L,-2,59.90979942711779
9,M4FF,240L,-3,50.37919152835355
9,M4FF,240L,-4,47.54624505825
9,M4FF,240L,-5,39.37872077649359
9,M4FF,240L,-6,32.38528562856048
9,M4FF,240L,-7,27.162272205816425
9,M4FF,240L,-8,20.348661635982527
9,M4FF,240L,-9,13.859996320988053
9,M4FF,240L,-10,8.207888778234988
9,M4FF,240L,-11,2.2438367025317207
9,M4FF,240L,-12,0.0
9,M4FF,240L,-13,0.0
9,M4FF,240L,-14,0.0
9,M4FF,240L,-15,0.0
9,M4FF,240L,-16,0.0
9,M4FF,240L,-17,0.0
9,M4FF,240L,-18,0.0
9,M4FF,240L,-19,0.0
9,M4FF,240L,-20,0.0
9,M4FF,240L,-21,0.0
9,M4FF,240L,-22,0.0
9,M4FF,240L,-23,0.0
9,M4FF,240L,-24,0.0
9,M4FF,240L,-25,0.0
9,M4FF,240L,-26,0.0
9,M4FF,240L,-27,0.0
9,M4FF,240L,-28,0.0
9,M4FF,240L,-29,0.0
10,MNQ5,120L,0,87.0
10,MNQ5,120L,-1,80.4627810922457
10,MNQ5,120L,-2,74.65798097914181
10,MNQ5,120L,-3,71.93483374628251
10,MNQ5,120L,-4,70.52431469845763
10,MNQ5,120L,-5,64.36900039397746
10,MNQ5,120L,-6,58.58962099268511
10,MNQ5,120L,-7,53.378860941217255
10,MNQ5,120L,-8,48.086926214909624
10,MNQ5,120L,-9,42.512321962304036
10,MNQ5,120L,-10,38.47051565529448
10,MNQ5,120L,-11,33.64992025012914
10,MNQ5,120L,-12,29.635486012859324
10,MNQ5,120L,-13,25.542408083096447
10,MNQ5,120L,-14,21.638276558377697
10,MNQ5,120L,-15,15.272584355031787
10,MNQ5,120L,-16,14.687833730193606
10,MNQ5,120L,-17,10.895822857150181
10,MNQ5,120L,-18,7.486214537371675
10,MNQ5,120L,-19,5.018791854339466
10,MNQ5,120L,-20,1.863506666677452
10,MNQ5,120L,-21,0.0
10,MNQ5,120L,-22,0.0
10,MNQ5,120L,-23,0.0
10,MNQ5,120L,-24,0.0
10,MNQ5,120L,-25,0.0
10,MNQ5,120L,-26,0.0
10,MNQ5,120L,-27,0.0
10,MNQ5,120L,-28,0.0
10,MNQ5,120L,-29,0.0
11,R2LY,120L,0,99.0
11,R2LY,120L,-1,93.3253564081422
11,R2LY,120L,-2,90.51229897374537
11,R2LY,120L,-3,85.78301565483748
11,R2LY,120L,-4,82.68011310289326
11,R2LY,120L,-5,79.52880127062647
11,R2LY,120L,-6,76.87505222714047
11,R2LY,120L,-7,74.14565953405909
11,R2LY,120L,-8,67.73288924902451
11,R2LY,120L,-9,64.40345388365682
11,R2LY,120L,-10,62.92264343290286
11,R2LY,120L,-11,57.895398242687996
11,R2LY,120L,-12,55.79961544231466
11,R2LY,120L,-13,51.68290682289988
11,R2LY,120L,-14,49.440928115275
11,R2LY,120L,-15,45.97782138789929
11,R2LY,120L,-16,38.44764893535522
11,R2LY,120L,-17,34.83200743622076
11,R2LY,120L,-18,31.543105591187782
11,R2LY,120L,-19,28.59389943842172
11,R2LY,120L,-20,24.478678290197465
11,R2LY,120L,-21,23.609672958991347
11,R2LY,120L,-22,23.228587835332945
11,R2LY,120L,-23,18.346501620393738
11,R2LY,120L,-24,13.600151616314015
11,R2LY,120L,-25,7.070374834930388
11,R2LY,120L,-26,3.0738078488809664
11,R2LY,120L,-27,0.0
11,R2LY,120L,-28,0.0
11,R2LY,120L,-29,0.0
12,AGGC,120L,0,23.0
12,AGGC,120L,-1,21.442209784341788
12,AGGC,120L,-2,17.554112813208484
12,AGGC,120L,-3,14.831985031680453
12,AGGC,120L,-4,5.591312121474976
12,AGGC,120L,-5,3.457462458240666
12,AGGC,120L,-6,0.0
12,AGGC,120L,-7,0.0
12,AGGC,120L,-8,0.0
12,AGGC,120L,-9,0.0
12,AGGC,120L,-10,0.0
12,AGGC,120L,-11,0.0
12,AGGC,120L,-12,0.0
12,AGGC,120L,-13,0.0
12,AGGC,120L,-14,0.0
12,AGGC,120L,-15,0.0
12,AGGC,120L,-16,0.0
12,AGGC,120L,-17,0.0
12,AGGC,120L,-18,0.0
12,AGGC,120L,-19,0.7452412559912163
12,AGGC,120L,-20,0.0
12,AGGC,120L,-21,0.0
12,AGGC,120L,-22,0.0
12,AGGC,120L,-23,0.0
12,AGGC,120L,-24,0.0
12,AGGC,120L,-25,0.0
12,AGGC,120L,-26,0.0
12,AGGC,120L,-27,0.0
12,AGGC,120L,-28,0.0
12,AGGC,120L,-29,0.0
13,3WT5,1.100L,0,2.0
13,3WT5,1.100L,-1,0.0
13,3WT5,1.100L,-2,0.0
13,3WT5,1.100L,-3,0.0
13,3WT5,1.100L,-4,0.0
13,3WT5,1.100L,-5,0.0
13,3WT5,1.100L,-6,0.0
13,3WT5,1.100L,-7,0.0
13,3WT5,1.100L,-8,0.0
13,3WT5,1.100L,-9,0.0
13,3WT5,1.100L,-10,0.0
13,3WT5,1.100L,-11,0.0
13,3WT5,1.100L,-12,0.0
13,3WT5,1.100L,-13,0.0
13,3WT5,1.100L,-14,0.0
13,3WT5,1.100L,-15,0.0
13,3WT5,1.100L,-16,0.0
13,3WT5,1.100L,-17,0.0
13,3WT5,1.100L,-18,0.0
13,3WT5,1.100L,-19,0.0
13,3WT5,1.100L,-20,0.0
13,3WT5,1.100L,-21,0.0
13,3WT5,1.100L,-22,0.0
13,3WT5,1.100L,-23,0.0
13,3WT5,1.100L,-24,0.0
13,3WT5,1.100L,-25,0.0
13,3WT5,1.100L,-26,0.0
13,3WT5,1.100L,-27,0.0
13,3WT5,1.100L,-28,0.0
13,3WT5,1.100L,-29,0.0
14,EXDE,1.100L,0,21.0
14,EXDE,1.100L,-1,14.061362650400902
14,EXDE,1.100L,-2,7.738698409273442
14,EXDE,1.100L,-3,0.0
14,EXDE,1.100L,-4,0.0
14,EXDE,1.100L,-5,0.0
14,EXDE,1.100L,-6,0.0
14,EXDE,1.100L,-7,0.0
14,EXDE,1.100L,-8,0.0
14,EXDE,1.100L,-9,0.0
14,EXDE,1.100L,-10,0.0
14,EXDE,1.100L,-11,0.0
14,EXDE,1.100L,-12,0.0
14,EXDE,1.100L,-13,0.0
14,EXDE,1.100L,-14,0.0
14,EXDE,1.100L,-15,0.0
14,EXDE,1.100L,-16,0.0
14,EXDE,1.100L,-17,0.0
14,EXDE,1.100L,-18,0.0
14,EXDE,1.100L,-19,0.0
14,EXDE,1.100L,-20,0.0
14,EXDE,1.100L,-21,0.0
14,EXDE,1.100L,-22,0.0
14,EXDE,1.100L,-23,0.0
14,EXDE,1.100L,-24,0.0
14,EXDE,1.100L,-25,0.0
14,EXDE,1.100L,-26,0.0
14,EXDE,1.100L,-27,0.0
14,EXDE,1.100L,-28,0.0
14,EXDE,1.100L,-29,0.0
15,RSUZ,120L,0,52.0
15,RSUZ,120L,-1,45.766916700555214
15,RSUZ,120L,-2,41.627721389517625
15,RSUZ,120L,-3,35.973449533348926
15,RSUZ,120L,-4,29.90840823007247
15,RSUZ,120L,-5,27.29825758801665
15,RSUZ,120L,-6,22.503670671788313
15,RSUZ,120L,-7,19.246260601059276
15,RSUZ,120L,-8,16.669047173628634
15,RSUZ,120L,-9,8.402350784640507
15,RSUZ,120L,-10,5.747740812100631
15,RSUZ,120L,-11,1.3246995556465417
15,RSUZ,120L,-12,0.0
15,RSUZ,120L,-13,0.0
15,RSUZ,120L,-14,0.0
15,RSUZ,120L,-15,0.0
15,RSUZ,120L,-16,0.0
15,RSUZ,120L,-17,0.0
15,RSUZ,120L,-18,0.0
15,RSUZ,120L,-19,0.0
15,RSUZ,120L,-20,0.0
15,RSUZ,120L,-21,0.0
15,RSUZ,120L,-22,0.0
15,RSUZ,120L,-23,0.0
15,RSUZ,120L,-24,0.0
15,RSUZ,120L,-25,0.0
15,RSUZ,120L,-26,0.0
15,RSUZ,120L,-27,0.0
15,RSUZ,120L,-28,0.0
15,RSUZ,120L,-29,0.0
16,ICLYI5,120L,0,1.0
16,ICLYI5,120L,-1,0.0
16,ICLYI5,120L,-2,0.0
16,ICLYI5,120L,-3,0.0
16,ICLYI5,120L,-4,0.0
16,ICLYI5,120L,-5,0.0
16,ICLYI5,120L,-6,0.0
16,ICLYI5,120L,-7,0.0
16,ICLYI5,120L,-8,0.0
16,ICLYI5,120L,-9,0.0
16,ICLYI5,120L,-10,0.0
16,ICLYI5,120L,-11,0.0
16,ICLYI5,120L,-12,0.0
16,ICLYI5,120L,-13,0.0
16,ICLYI5,120L,-14,0.0
16,ICLYI5,120L,-15,0.0
16,ICLYI5,120L,-16,0.0
16,ICLYI5,120L,-17,0.0
16,ICLYI5,120L,-18,0.0
16,ICLYI5,120L,-19,0.0
16,ICLYI5,120L,-20,0.0
16,ICLYI5,120L,-21,0.0
16,ICLYI5,120L,-22,0.0
16,ICLYI5,120L,-23,0.0
16,ICLYI5,120L,-24,0.0
16,ICLYI5,120L,-25,0.0
16,ICLYI5,120L,-26,0.0
16,ICLYI5,120L,-27,0.0
16,ICLYI5,120L,-28,0.0
16,ICLYI5,120L,-29,0.0
17,FZRC,120L,0,87.0
17,FZRC,120L,-1,80.51913675020627
17,FZRC,120L,-2,77.66423589424035
17,FZRC,120L,-3,73.74245073681548
17,FZRC,120L,-4,71.94992216547905
17,FZRC,120L,-5,63.77227404192282
17,FZRC,120L,-6,60.00678986448929
17,FZRC,120L,-7,53.36146110742749
17,FZRC,120L,-8,48.42179574201646
17,FZRC,120L,-9,43.195926369989785
17,FZRC,120L,-10,39.120423274572495
17,FZRC,120L,-11,31.162097585947024
17,FZRC,120L,-12,28.117887146810748
17,FZRC,120L,-13,25.52714449206137
17,FZRC,120L,-14,21.079817872767862
17,FZRC,120L,-15,16.595265396290785
17,FZRC,120L,-16,11.837418423888138
17,FZRC,120L,-17,6.414512051481183
17,FZRC,120L,-18,1.044698544131093
17,FZRC,120L,-19,0.0
17,FZRC,120L,-20,0.0
17,FZRC,120L,-21,0.0
17,FZRC,120L,-22,0.0
17,FZRC,120L,-23,0.0
17,FZRC,120L,-24,0.0
17,FZRC,120L,-25,0.0
17,FZRC,120L,-26,0.0
17,FZRC,120L,-27,0.0
17,FZRC,120L,-28,0.0
17,FZRC,120L,-29,0.0
18,QO42KH,120L,0,29.0
18,QO42KH,120L,-1,22.899928377840347
18,QO42KH,120L,-2,21.5674882009667
18,QO42KH,120L,-3,16.962388065227728
18,QO42KH,120L,-4,12.962673494907476
18,QO42KH,120L,-5,9.43466870353246
18,QO42KH,120L,-6,4.9849857682656475
18,QO42KH,120L,-7,0.1501637346639737
18,QO42KH,120L,-8,0.0
18,QO42KH,120L,-9,0.0
18,QO42KH,120L,-10,0.0
18,QO42KH,120L,-11,0.0
18,QO42KH,120L,-12,0.0
18,QO42KH,120L,-13,0.0
18,QO42KH,120L,-14,0.0
18,QO42KH,120L,-15,0.0
18,QO42KH,120L,-16,0.0
18,QO42KH,120L,-17,0.0
18,QO42KH,120L,-18,0.0
18,QO42KH,120L,-19,0.0
18,QO42KH,120L,-20,0.0
18,QO42KH,120L,-21,0.0
18,QO42KH,120L,-22,0.0
18,QO42KH,120L,-23,0.0
18,QO42KH,120L,-24,0.0
18,QO42KH,120L,-25,0.0
18,QO42KH,120L,-26,0.0
18,QO42KH,120L,-27,0.0
18,QO42KH,120L,-28,0.0
18,QO42KH,120L,-29,0.0
19,L5FA,120L,0,37.0
19,L5FA,120L,-1,33.004609556124365
19,L5FA,120L,-2,29.636482279074038
19,L5FA,120L,-3,25.14051938849953
19,L5FA,120L,-4,21.921220949678386
19,L5FA,120L,-5,19.25573492692586
19,L5FA,120L,-6,16.16655302367103
19,L5FA,120L,-7,9.849307870801054
19,L5FA,120L,-8,9.472519622526434
19,L5FA,120L,-9,4.39650084432583
19,L5FA,120L,-10,0.0
19,L5FA,120L,-11,0.0
19,L5FA,120L,-12,0.0
19,L5FA,120L,-13,0.0
19,L5FA,120L,-14,0.0
19,L5FA,120L,-15,0.0
19,L5FA,120L,-16,0.0
19,L5FA,120L,-17,0.0
19,L5FA,120L,-18,0.0
19,L5FA,120L,-19,0.0
19,L5FA,120L,-20,0.0
19,L5FA,120L,-21,0.0
19,L5FA,120L,-22,0.0
19,L5FA,120L,-23,0.0
19,L5FA,120L,-24,0.0
19,L5FA,120L,-25,0.0
19,L5FA,120L,-26,0.0
19,L5FA,120L,-27,0.0
19,L5FA,120L,-28,0.0
19,L5FA,120L,-29,0.0
20,YMH42D,120L,0,1.0
20,YMH42D,120L,-1,0.0
20,YMH42D,120L,-2,0.0
20,YMH42D,120L,-3,0.0
20,YMH42D,120L,-4,0.0
20,YMH42D,120L,-5,0.0
20,YMH42D,120L,-6,0.0
20,YMH42D,120L,-7,0.0
20,YMH42D,120L,-8,0.0
20,YMH42D,120L,-9,0.0
20,YMH42D,120L,-10,0.0
20,YMH42D,120L,-11,0.0
20,YMH42D,120L,-12,0.0
20,YMH42D,120L,-13,0.0
20,YMH42D,120L,-14,0.0
20,YMH42D,120L,-15,0.0
20,YMH42D,120L,-16,0.0
20,YMH42D,120L,-17,0.0
20,YMH42D,120L,-18,0.0
20,YMH42D,120L,-19,0.0
20,YMH42D,120L,-20,0.0
20,YMH42D,120L,-21,0.0
20,YMH42D,120L,-22,0.0
20,YMH42D,120L,-23,0.0
20,YMH42D,120L,-24,0.0
20,YMH42D,120L,-25,0.0
20,YMH42D,120L,-26,0.0
20,YMH42D,120L,-27,0.0
20,YMH42D,120L,-28,0.0
20,YMH42D,120L,-29,0.0
21,DVRI,120L,0,63.0
21,DVRI,120L,-1,58.07504745417194
21,DVRI,120L,-2,50.55944959509249
21,DVRI,120L,-3,49.96548609320583
21,DVRI,120L,-4,45.13883046362812
21,DVRI,120L,-5,41.08493540291732
21,DVRI,120L,-6,35.590052993487895
21,DVRI,120L,-7,30.28273202955655
21,DVRI,120L,-8,25.499129173509537
21,DVRI,120L,-9,18.60904359677115
21,DVRI,120L,-10,12.728869484991712
21,DVRI,120L,-11,10.880438665161227
21,DVRI,120L,-12,4.600342470310379
21,DVRI,120L,-13,0.0
21,DVRI,120L,-14,0.0
21,DVRI,120L,-15,0.0
21,DVRI,120L,-16,0.0
21,DVRI,120L,-17,0.0
21,DVRI,120L,-18,0.0
21,DVRI,120L,-19,0.0
21,DVRI,120L,-20,0.0
21,DVRI,120L,-21,0.0
21,DVRI,120L,-22,0.0
21,DVRI,120L,-23,0.0
21,DVRI,120L,-24,0.0
21,DVRI,120L,-25,0.0
21,DVRI,120L,-26,0.0
21,DVRI,120L,-27,0.0
21,DVRI,120L,-28,0.0
21,DVRI,120L,-29,0.0
22,Y3UO,120L,0,59.0
22,Y3UO,120L,-1,55.572731806738574
22,Y3UO,120L,-2,49.517919601266016
22,Y3UO,120L,-3,41.28580497115326
22,Y3UO,120L,-4,34.6713155269111
22,Y3UO,120L,-5,29.432703758772554
22,Y3UO,120L,-6,25.37905718302537
22,Y3UO,120L,-7,23.4065473610422
22,Y3UO,120L,-8,16.06963491002216
22,Y3UO,120L,-9,12.26587924491696
22,Y3UO,120L,-10,7.974713017479122
22,Y3UO,120L,-11,1.7291133976128719
22,Y3UO,120L,-12,0.0
22,Y3UO,120L,-13,0.0
22,Y3UO,120L,-14,0.0
22,Y3UO,120L,-15,0.0
22,Y3UO,120L,-16,0.0
22,Y3UO,120L,-17,0.0
22,Y3UO,120L,-18,0.0
22,Y3UO,120L,-19,0.0
22,Y3UO,120L,-20,0.0
22,Y3UO,120L,-21,0.0
22,Y3UO,120L,-22,0.0
22,Y3UO,120L,-23,0.0
22,Y3UO,120L,-24,0.0
22,Y3UO,120L,-25,0.0
22,Y3UO,120L,-26,0.0
22,Y3UO,120L,-27,0.0
22,Y3UO,120L,-28,0.0
22,Y3UO,120L,-29,0.0
23,OBFG,120L,0,20.0
23,OBFG,120L,-1,16.965653804765655
23,OBFG,120L,-2,13.856840430608251
23,OBFG,120L,-3,7.70541503137218
23,OBFG,120L,-4,4.765898729853397
23,OBFG,120L,-5,0.0
23,OBFG,120L,-6,0.0
23,OBFG,120L,-7,0.0
23,OBFG,120L,-8,0.0
23,OBFG,120L,-9,0.0
23,OBFG,120L,-10,0.0
